state_abbrev,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,0.6722114729351173,103.65230360840486,0.7285853561472526,1.7214526103835408,128.09471899758466,2.9519601264183625e-6,TRUE,FALSE,
AL,6.976552948821011,16.513361952428635,3.1199619252341115,2.7026168004078226,32.51895269027393,0,TRUE,FALSE,
AM,28.086745338120444,44.5546941356101,2.6924975860665707,11.473167756762582,21.16039039933071,7.531315516647156e-4,TRUE,FALSE,
AP,3.315668946425064,19.073471395055037,0.9095231943482128,11.464293327195506,146.0814335843467,0.03012156052064359,TRUE,FALSE,
BA,12.690764798998051,17.747813662826058,4.610529967257501,12.710996948880789,15.81130782788673,8.537338844575055e-7,TRUE,FALSE,
CE,9.81172062010265,17.031809206543716,4.479355187707343,7.497083835979802,21.515847806456048,1.124575273113812e-4,TRUE,FALSE,
DF,21.14225447779824,56.33413967700677,9.243629112765918,25.118207146352308,7.0554215657124875,0,FALSE,TRUE,coded_removal_in_scm_window:DF_2010_01
ES,38.22392956235005,51.00450783967868,10.534692224912288,16.223145517616057,10.58939515408014,4.025756526145659e-6,TRUE,FALSE,
GO,16.435798402880216,26.902253616780673,7.686172432284578,16.671361086025925,12.140114662016511,1.5528094754515247e-5,TRUE,FALSE,
MA,3.381014634833655,8.240935056158435,1.7818756840032015,5.430287231233171,28.041430404803044,6.86744045327049e-5,FALSE,TRUE,coded_removal_in_scm_window:MA_2009_01
MG,23.309129352137376,22.852823634448654,9.322783688402245,15.502197767924931,5.473705255826147,2.7747051777808106e-5,TRUE,FALSE,
MS,3.870669104983528,46.87765933845894,5.994260650894927,28.887464637862653,13.959682777464796,4.877139197150566e-6,TRUE,FALSE,
MT,12.63519443799716,43.54573393081108,9.208378826426,21.58282316556945,19.738121268599432,0.00820115019465915,TRUE,FALSE,
PA,6.5889212353799564,16.719305856185674,3.5982408455748076,7.593749826786505,20.97385113693676,0.00575224192592566,TRUE,FALSE,
PB,7.307861014150851,20.05022529814381,3.339818332498527,4.691105196172629,30.966898996257324,6.225473862179381e-6,FALSE,TRUE,coded_removal_in_scm_window:PB_2009_01
PE,7.315891399266608,25.056356549135035,4.743183242665661,7.993259732247918,19.29766758876281,7.760799595959351e-8,TRUE,FALSE,
PI,3.626379343243512,14.074072061646117,2.8178937758498672,6.451601887376587,33.74328997343111,2.464481750606813e-6,TRUE,FALSE,
PR,14.04727374709095,28.603891497589647,10.34170171317879,18.206604277341544,6.617941572681392,5.4789990367459306e-5,TRUE,FALSE,
RJ,23.491280475073445,37.02108213779469,12.750819462540004,11.811947442322396,2.3452466349574728,2.450253269210064e-4,TRUE,FALSE,
RN,11.631749123203344,26.69236891071807,3.863004036455844,1.16684452067292,33.014053345159084,1.7410392659162518e-6,TRUE,FALSE,
RO,4.324771060236854,42.32533181825017,2.107147537315241,16.288715554764494,44.79174126313814,0.01011195921929531,TRUE,FALSE,
RR,3.8376989004203255,24.49444990859929,3.0354087884369085,12.931350591061587,161.5438592683369,0.00452902594580367,TRUE,FALSE,
RS,28.550339426090225,32.776194270228515,9.8419500315908,19.57152955293276,5.14273583637097,1.2764773911263015e-6,TRUE,FALSE,
SC,23.053038662364397,36.95398932335894,11.006622993332924,19.727253748194745,5.210680120029557,1.2182767388585693e-6,TRUE,FALSE,
SE,8.759464178925196,21.814030068915667,4.4507934898761405,5.098294947999151,50.70540979683402,0,TRUE,FALSE,
SP,50.72369222619412,45.41248700882326,10.511691680605033,17.74428521495448,0.5908194895385006,8.824504845325816e-5,TRUE,FALSE,
TO,6.187908039972791,18.6151296220104,4.60995942228126,13.182768449303165,81.07015296760349,1.2316107322310151e-4,FALSE,TRUE,treated_unit
