event_id,outcome,short,channel,family,gap_post,pct_effect,effect_display,effect_for_plot,effect_label,mag_sd,persistence,pre_trend_p,treated_pre_rmspe,median_donor_pre_rmspe,prefit_class,rank,n_units,classic_p,loo_frac_same_sign,C1_prefit,C2_magnitude,C3_persistence,C4_placebo,C5_robust,robustness_score,tier,considerable,direction
AL_2022_01,retail,Retail volume,consumption,monthly,2.2195130886396175,2.155236492549133,pct,2.155236492549133,+2.2%,0.36798286485215814,0.875,0.9485412787699652,2.8297062188635955,3.2767454904738704,B,10,23,0.43478260869565216,0.9545454545454546,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,positive
AL_2022_01,services,Services volume,consumption,monthly,0.3636529916952588,0.3503037491233414,pct,0.3503037491233414,+0.4%,0.028509615996593223,0.625,0.7837816789288305,3.201747959908642,2.7158305348040357,C,20,23,0.8695652173913043,0.045454545454545456,TRUE,FALSE,TRUE,FALSE,FALSE,2,weak,FALSE,positive
AL_2022_01,formal_hiring,Formal hiring,labor_market,monthly,9.682899597575688,,absolute,9.682899597575688,+9.7,0.15021765230259615,0.6666666666666666,0.7342245390703572,59.7969038586198,34.825970342579915,D,2,23,0.08695652173913043,0.9545454545454546,FALSE,FALSE,TRUE,TRUE,TRUE,3,non-interpretable,FALSE,positive
AL_2022_01,construction,Construction,labor_market,monthly,-2.1649830451230763,,absolute,-2.1649830451230763,-2.2,0.21486762325325723,0.6666666666666666,0.49819482515313085,9.48832748022108,8.66853556341262,C,22,23,0.9565217391304348,0.9090909090909091,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,negative
AL_2022_01,icms_siconfi,ICMS,public_sector,bimonthly,0.10535665863381535,11.110682553714145,pct,11.110682553714145,+11.1%,1.0053583036154108,0.8333333333333334,0.2763987950552601,0.04795485676726595,0.07802308710565231,A,1,23,0.043478260869565216,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,strong,TRUE,positive
AL_2022_01,tax_siconfi,Tax revenue,public_sector,bimonthly,0.061947260983649846,6.390623388016747,pct,6.390623388016747,+6.4%,0.6383944662722432,0.75,0.9653832166928621,0.07425553955349505,0.09948077045300499,B,7,23,0.30434782608695654,0.8181818181818182,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,positive
AL_2022_01,investment_siconfi,Public investment,public_sector,bimonthly,-0.4135378819964484,-33.86935177038852,pct,-33.86935177038852,-33.9%,0.6571290388863344,0.8333333333333334,0.9773081116147084,0.41283130130737894,0.5019122484430428,B,8,23,0.34782608695652173,1,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,negative
AL_2022_01,totalexp_siconfi,Total expenditure,public_sector,bimonthly,0.0020226147015001135,0.2024661566389252,pct,0.2024661566389252,+0.2%,0.011399878816298054,0.5833333333333334,0.7545738565301506,0.17246587492148888,0.1325517991190355,C,23,23,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,2,weak,FALSE,positive
